"tmdb","trakt","watched_at","season","episode","episode_title","show_title"
"62108","73505","2019-10-31T04:49:59.000Z","3","4","Green Light","Breaking Bad"
"62107","73504","2019-10-30T18:18:57.000Z","3","3","I.F.T.","Breaking Bad"
"62106","73503","2019-10-30T17:22:58.000Z","3","2","Caballo sin Nombre","Breaking Bad"
"62105","73502","2019-10-30T15:40:25.000Z","3","1","No Más","Breaking Bad"
"62104","73501","2019-10-30T10:31:54.000Z","2","13","ABQ","Breaking Bad"
"62103","73500","2019-10-30T06:49:20.000Z","2","12","Phoenix","Breaking Bad"
"62102","73499","2019-10-28T21:43:05.000Z","2","11","Mandala","Breaking Bad"
"62101","73498","2019-10-28T20:40:58.000Z","2","10","Over","Breaking Bad"
"1952395","3740314","2019-10-28T20:07:13.000Z","11","4","Bug Bite Thing, Snacklins, Knife Aid, Plop Star","Shark Tank"
"62100","73497","2019-10-27T22:37:31.000Z","2","9","4 Days Out","Breaking Bad"
"62099","73496","2019-10-27T19:43:42.000Z","2","8","Better Call Saul","Breaking Bad"
"62098","73495","2019-10-27T10:58:52.000Z","2","7","Negro y Azul","Breaking Bad"
"62097","73494","2019-10-26T19:20:27.000Z","2","6","Peekaboo","Breaking Bad"
"62096","73493","2019-10-26T18:09:59.000Z","2","5","Breakage","Breaking Bad"
"62095","73492","2019-10-26T17:14:49.000Z","2","4","Down","Breaking Bad"
"953459","283797","2019-10-26T10:54:29.000Z","2","34","Shirley Whirley","Shaun the Sheep"
"273711","283796","2019-10-26T10:46:39.000Z","2","33","Pig Swill Fly","Shaun the Sheep"
"273709","283795","2019-10-26T10:33:48.000Z","2","32","Operation Pidsley","Shaun the Sheep"
"273708","283794","2019-10-26T07:02:18.000Z","2","31","The Magpie","Shaun the Sheep"
"273705","283793","2019-10-26T06:55:02.000Z","2","30","The Big Chase","Shaun the Sheep"
"62094","73491","2019-10-26T05:06:06.000Z","2","3","Bit by a Dead Bee","Breaking Bad"
"1948553","3754157","2019-10-25T19:49:07.000Z","4","5","Storybook Love","This Is Us"
"972874","73490","2019-10-25T18:27:22.000Z","2","2","Grilled","Breaking Bad"
"972873","73489","2019-10-25T16:09:41.000Z","2","1","Seven Thirty-Seven","Breaking Bad"
"62091","73488","2019-10-25T15:02:35.000Z","1","7","A No Rough Stuff Type Deal","Breaking Bad"
"62090","73487","2019-10-25T06:29:38.000Z","1","6","Crazy Handful of Nothin'","Breaking Bad"
"62089","73486","2019-10-24T18:48:27.000Z","1","5","Gray Matter","Breaking Bad"
"62088","73485","2019-10-24T12:45:19.000Z","1","4","Cancer Man","Breaking Bad"
"62087","73484","2019-10-24T10:24:24.000Z","1","3","...And the Bag's in the River","Breaking Bad"
"1949940","3758067","2019-10-24T10:02:13.000Z","39","5","Don't Bite the Hand That Feeds You","Survivor"
"62086","73483","2019-10-22T20:23:07.000Z","1","2","Cat's in the Bag...","Breaking Bad"
"62085","73482","2019-10-22T08:13:53.000Z","1","1","Pilot","Breaking Bad"
"973804","960988","2019-10-21T20:47:06.000Z","1","3","Articles of Incorporation","Silicon Valley"
"973803","960987","2019-10-21T20:02:13.000Z","1","2","The Cap Table","Silicon Valley"
"273702","283792","2019-10-21T17:23:32.000Z","2","29","Whistleblower","Shaun the Sheep"
"953930","283791","2019-10-21T17:14:20.000Z","2","28","Zebra Ducks Of The Serengeti","Shaun the Sheep"
"972002","960986","2019-10-20T17:00:34.000Z","1","1","Minimum Viable Product","Silicon Valley"
"273696","283790","2019-10-20T07:15:47.000Z","2","27","Bitzer From The Black Lagoon","Shaun the Sheep"
"273694","283789","2019-10-20T05:48:04.000Z","2","26","Pig Trouble","Shaun the Sheep"
"63179","73762","2019-10-19T13:13:41.000Z","5","12","The Stall","Seinfeld"
"1219549","2330717","2019-10-19T11:56:50.000Z","1","2","The Big Three","This Is Us"
"1206992","2238706","2019-10-19T10:11:28.000Z","1","1","Pilot","This Is Us"
"1949939","3746471","2019-10-18T06:48:54.000Z","39","4","Plan Z","Survivor"
"1940980","3740313","2019-10-17T23:13:14.000Z","11","3","Eterneva, Baobab, Aira, Squid Socks","Shark Tank"
"273794","283813","2019-10-17T17:17:53.000Z","3","10","Bye Bye Barn","Shaun the Sheep"
"1940900","3739368","2019-10-17T12:29:06.000Z","4","4","Flip a Coin","This Is Us"
"63195","73778","2019-10-16T14:49:13.000Z","6","6","The Gymnast","Seinfeld"
"1780531","3500650","2019-10-15T14:43:02.000Z","1","5","Sean & Dianna and Garrie & Sue","Grand Designs: The Streets"
"63188","73771","2019-10-15T03:55:08.000Z","5","21","The Hamptons","Seinfeld"
"63187","73770","2019-10-15T03:27:39.000Z","5","20","The Fire","Seinfeld"
"63186","73769","2019-10-13T20:00:00.000Z","5","19","The Raincoats (2)","Seinfeld"
"1780530","3481849","2019-10-13T19:24:29.000Z","1","4","Chris & Roxie and Peter & Anita","Grand Designs: The Streets"
"63185","73768","2019-10-13T05:42:07.000Z","5","18","The Raincoats (1)","Seinfeld"
"63235","73818","2019-10-12T18:27:53.000Z","7","22","The Bottle Deposit (2)","Seinfeld"
"63234","73817","2019-10-12T17:58:59.000Z","7","21","The Bottle Deposit (1)","Seinfeld"
"63249","73831","2019-10-12T13:34:44.000Z","8","11","The Little Jerry","Seinfeld"
"63244","73826","2019-10-12T10:54:21.000Z","8","6","The Fatigues","Seinfeld"
"63240","73822","2019-10-11T19:13:26.000Z","8","2","The Soul Mate","Seinfeld"
"1949665","3732241","2019-10-11T15:42:05.000Z","20","6","North Devon","Grand Designs"
"1940979","3715086","2019-10-11T14:35:48.000Z","11","2","Circadian Optics, Boost Oxygen, Face Yoga, Atlas Monroe","Shark Tank"
"1944799","3716665","2019-10-10T19:30:50.000Z","20","5","Suffolk","Grand Designs"
"1938253","3727865","2019-10-10T07:51:50.000Z","39","3","Honesty Would Be Chill","Survivor"
"1938471","3686665","2019-10-09T20:11:13.000Z","4","3","Unhinged","This Is Us"
"1647201","6427827","2019-10-09T06:55:30.000Z","37","14","Reunion Special","Survivor"
"1891025","3605187","2019-10-08T20:30:13.000Z","11","1","Blueland, MinusCal, The Baby Toon, TaDash","Shark Tank"
"1247535","6425908","2019-10-07T18:57:21.000Z","33","14","Live Reunion Show","Survivor"
"1034291","1436618","2019-10-07T04:40:06.000Z","6","5","Week 4: Jungle Jumparoo, The Caddy Girls, Red Dress Boutique, Sun-Staches","Shark Tank"
"1933342","3713411","2019-10-06T20:05:42.000Z","39","2","YOLO, Let's Play!","Survivor"
"273690","283788","2019-10-05T14:09:41.000Z","2","25","Chip Off The Old Block","Shaun the Sheep"
"273687","283787","2019-10-05T13:57:07.000Z","2","24","Bitzer's Basic Training","Shaun the Sheep"
"1879367","3686662","2019-10-03T20:23:18.000Z","4","2","The Pool: Part Two","This Is Us"
"273684","283786","2019-10-02T16:21:55.000Z","2","23","Cock-A-Doodle Shaun","Shaun the Sheep"
"1933852","3698179","2019-10-01T22:20:12.000Z","20","3","Warwickshire","Grand Designs"
"1919644","3689324","2019-09-29T16:20:45.000Z","20","2","Lincolnshire","Grand Designs"
"1939282","3709169","2019-09-28T04:46:01.000Z","20","4","Hull","Grand Designs"
"1921730","3574984","2019-09-27T08:22:59.000Z","39","1","I Vote You Out and That's It","Survivor"
"1879366","3580977","2019-09-25T21:40:18.000Z","4","1","Strangers","This Is Us"
"1761762","3470057","2019-09-24T20:00:00.000Z","1","3","Paul & Blanka","Grand Designs: The Streets"
"1761761","3456052","2019-09-23T20:00:00.000Z","1","2","Jack & Hannah and James & Shannon","Grand Designs: The Streets"
"1919643","3679312","2019-09-22T11:58:29.000Z","20","1","Galloway","Grand Designs"
"1930237","3703779","2019-09-19T20:00:09.000Z","6","24","Episode 24","Australian Survivor"
"1930236","3703778","2019-09-17T09:58:28.000Z","6","23","Episode 23","Australian Survivor"
"1864385","3632761","2019-09-16T21:30:52.000Z","7","13","Their Last Bow","Elementary"
"1864384","3619588","2019-09-15T20:25:09.000Z","7","12","Reichenbach Falls","Elementary"
"1861747","3612919","2019-09-14T18:54:08.000Z","7","11","Unfriended","Elementary"
"273681","283785","2019-09-14T16:24:51.000Z","2","22","What's Up, Dog?","Shaun the Sheep"
"1857430","3599414","2019-09-13T18:58:39.000Z","7","10","The Latest Model","Elementary"
"273676","283784","2019-09-13T15:18:45.000Z","2","21","The Boat","Shaun the Sheep"
"273678","283783","2019-09-13T15:11:28.000Z","2","20","In The Doghouse","Shaun the Sheep"
"273673","283782","2019-09-11T17:08:01.000Z","2","19","Two's Company","Shaun the Sheep"
"273671","283781","2019-09-11T17:00:51.000Z","2","18","Cat Got Your Brain","Shaun the Sheep"
"273538","283733","2019-09-11T16:52:24.000Z","1","10","Saturday Night Shaun","Shaun the Sheep"
"1838462","3586289","2019-09-11T09:54:26.000Z","7","9","On the Scent","Elementary"
"1919524","3694001","2019-09-10T20:16:22.000Z","6","22","Episode 22","Australian Survivor"
"1919523","3694000","2019-09-10T09:07:07.000Z","6","21","Episode 21","Australian Survivor"
"1831022","3575638","2019-09-08T18:46:04.000Z","7","8","Miss Understood","Elementary"
"273723","283780","2019-09-08T17:46:23.000Z","2","17","Party Animals","Shaun the Sheep"
"1761761","3456052","2019-09-08T11:47:52.000Z","1","2","Jack & Hannah and James & Shannon","Grand Designs: The Streets"
"273668","283779","2019-09-08T08:25:32.000Z","2","16","Everything Must Go","Shaun the Sheep"
"273666","283778","2019-09-08T08:18:26.000Z","2","15","Frantic Romantic","Shaun the Sheep"
"1915617","3685376","2019-09-07T20:44:56.000Z","6","20","Episode 20","Australian Survivor"
"273664","283777","2019-09-07T15:24:16.000Z","2","14","Hide And Squeak","Shaun the Sheep"
"273662","283776","2019-09-07T15:15:39.000Z","2","13","Bitzer's New Hat","Shaun the Sheep"
"1919643","3679312","2019-09-07T14:27:40.000Z","20","1","Galloway","Grand Designs"
"273659","283775","2019-09-07T06:14:19.000Z","2","12","Ewe've Been Framed","Shaun the Sheep"
"1915606","3685375","2019-09-07T06:10:52.000Z","6","19","Episode 19","Australian Survivor"
"273654","283774","2019-09-07T06:06:13.000Z","2","11","Cheetah Cheater","Shaun the Sheep"
"273657","283773","2019-09-07T05:57:47.000Z","2","10","Lock Out","Shaun the Sheep"
"273651","283772","2019-09-07T05:50:53.000Z","2","9","Supersize Timmy","Shaun the Sheep"
"273556","283740","2019-09-06T16:42:15.000Z","1","17","Fetching","Shaun the Sheep"
"273550","283737","2019-09-06T16:35:03.000Z","1","14","Fleeced","Shaun the Sheep"
"1915603","3685374","2019-09-05T20:16:58.000Z","6","18","Episode 18","Australian Survivor"
"1831021","3564976","2019-09-02T20:34:21.000Z","7","7","From Russia with Drugs","Elementary"
"1100503","1404166","2019-09-02T14:38:11.000Z","4","11","The Looney Tic","Shaun the Sheep"
"1100502","1404164","2019-09-01T17:57:22.000Z","4","10","The Spider","Shaun the Sheep"
"1100501","1404162","2019-09-01T17:48:18.000Z","4","9","Prize Possession","Shaun the Sheep"
"1100500","1404160","2019-09-01T17:41:16.000Z","4","8","The Rabbit","Shaun the Sheep"
"1100499","1404159","2019-09-01T17:34:07.000Z","4","7","DIY","Shaun the Sheep"
"1831020","3542513","2019-09-01T17:20:01.000Z","7","6","Command: Delete","Elementary"
"1796996","3527768","2019-09-01T15:36:41.000Z","7","5","Into the Woods","Elementary"
"1100495","1404155","2019-09-01T11:56:04.000Z","4","3","Happy Birthday Timmy!","Shaun the Sheep"
"1796995","3527747","2019-08-31T18:49:49.000Z","7","4","Red Light, Green Light","Elementary"
"273649","283771","2019-08-31T12:36:13.000Z","2","8","Bagpipe Buddy","Shaun the Sheep"
"273647","283770","2019-08-31T12:27:46.000Z","2","7","Hair Today, Gone Tomorrow","Shaun the Sheep"
"273645","283769","2019-08-31T12:20:19.000Z","2","6","Who's The Caddy","Shaun the Sheep"
"1761760","3449174","2019-08-31T12:12:17.000Z","1","1","Terry & Olwen and Lynn","Grand Designs: The Streets"
"1795334","3527746","2019-08-31T11:14:34.000Z","7","3","The Price of Admission","Elementary"
"273644","283768","2019-08-31T06:01:47.000Z","2","5","Strictly No Dancing","Shaun the Sheep"
"273642","283767","2019-08-31T05:51:02.000Z","2","4","Spring Lamb","Shaun the Sheep"
"273634","283764","2019-08-31T05:43:41.000Z","2","1","Double Trouble","Shaun the Sheep"
"273632","283766","2019-08-31T05:35:50.000Z","2","3","Sheepless Nights","Shaun the Sheep"
"1795333","3485664","2019-08-31T04:52:44.000Z","7","2","Gutshot","Elementary"
"966373","123121","2019-08-30T18:55:21.000Z","13","6","Monmouthshire: Japanese House","Grand Designs"
"1765728","3391633","2019-08-30T18:34:59.000Z","7","1","The Further Adventures","Elementary"
"1920283","10921480","2019-08-30T15:21:49.000Z","0","18","Kevin's Grandest Design","Grand Designs"
"1895445","3673587","2019-08-30T04:08:55.000Z","6","17","Episode 17","Australian Survivor"
"1895444","3673586","2019-08-29T18:07:32.000Z","6","16","Episode 16","Australian Survivor"
"273551","283739","2019-08-29T17:37:16.000Z","1","16","Big Top Timmy","Shaun the Sheep"
"273520","283727","2019-08-29T17:30:01.000Z","1","4","Timmy in a Tizzy","Shaun the Sheep"
"1895443","3673585","2019-08-29T13:56:30.000Z","6","15","Episode 15","Australian Survivor"
"1895373","3664235","2019-08-29T12:21:18.000Z","6","14","Episode 14","Australian Survivor"
"1895372","3664230","2019-08-28T21:44:02.000Z","6","13","Episode 13","Australian Survivor"
"1893729","3664229","2019-08-28T20:14:08.000Z","6","12","Episode 12","Australian Survivor"
"1881105","3654418","2019-08-27T20:19:39.000Z","6","11","Episode 11","Australian Survivor"
"273523","283728","2019-08-27T16:50:22.000Z","1","5","Scrumping","Shaun the Sheep"
"273531","283730","2019-08-27T16:43:01.000Z","1","7","Mower Mouth","Shaun the Sheep"
"1881104","3654417","2019-08-27T13:36:07.000Z","6","10","Episode 10","Australian Survivor"
"1881103","3654416","2019-08-27T12:02:21.000Z","6","9","Episode 9","Australian Survivor"
"1875038","3647687","2019-08-26T19:38:26.000Z","6","8","Episode 8","Australian Survivor"
"1100498","1404158","2019-08-26T15:07:07.000Z","4","6","The Smelly Farmer","Shaun the Sheep"
"1100497","1404157","2019-08-26T14:59:19.000Z","4","5","3DTV","Shaun the Sheep"
"1100496","1404156","2019-08-26T14:52:14.000Z","4","4","The Genie","Shaun the Sheep"
"1100494","1404154","2019-08-26T14:27:09.000Z","4","2","Caught Short Alien","Shaun the Sheep"
"1874819","3647683","2019-08-25T19:47:19.000Z","6","7","Episode 7","Australian Survivor"
"273645","283769","2019-08-25T15:35:10.000Z","2","6","Who's The Caddy","Shaun the Sheep"
"273644","283768","2019-08-25T15:26:31.000Z","2","5","Strictly No Dancing","Shaun the Sheep"
"1874815","3647680","2019-08-24T21:40:24.000Z","6","6","Episode 6","Australian Survivor"
"1891024","3668872","2019-08-24T09:11:17.000Z","2","9","Episode 9","Mindhunter"
"1855007","3658592","2019-08-24T06:10:56.000Z","2","8","Episode 8","Mindhunter"
"1855006","3658591","2019-08-24T05:18:11.000Z","2","7","Episode 7","Mindhunter"
"1855005","3658590","2019-08-23T13:16:26.000Z","2","6","Episode 6","Mindhunter"
"1855004","3658589","2019-08-23T11:55:21.000Z","2","5","Episode 5","Mindhunter"
"1855003","3658588","2019-08-23T07:25:02.000Z","2","4","Episode 4","Mindhunter"
"1855002","3658587","2019-08-22T13:32:30.000Z","2","3","Episode 3","Mindhunter"
"1855001","3658586","2019-08-22T10:40:45.000Z","2","2","Episode 2","Mindhunter"
"1848886","3618450","2019-08-22T08:18:11.000Z","2","1","Episode 1","Mindhunter"
"1863467","3639801","2019-08-21T21:09:53.000Z","6","5","Episode 5","Australian Survivor"
"1863466","3639800","2019-08-20T21:05:03.000Z","6","4","Episode 4","Australian Survivor"
"1863465","3639799","2019-08-20T14:03:34.000Z","6","3","Episode 3","Australian Survivor"
"1863464","3639798","2019-08-20T10:09:39.000Z","6","2","Episode 2","Australian Survivor"
"1862364","3611298","2019-08-19T20:36:46.000Z","6","1","Episode 1","Australian Survivor"
"63178","73761","2019-08-18T19:35:09.000Z","5","11","The Conversion","Seinfeld"
"63172","73755","2019-08-18T16:23:06.000Z","5","5","The Bris","Seinfeld"
"63168","73751","2019-08-15T21:57:56.000Z","5","1","The Mango","Seinfeld"
"63167","73750","2019-08-15T20:08:45.000Z","4","24","The Pilot (2)","Seinfeld"
"63166","73749","2019-08-14T21:10:00.000Z","4","23","The Pilot (1)","Seinfeld"
"63165","73748","2019-08-10T20:12:23.000Z","4","22","The Handicap Spot","Seinfeld"
"63163","73746","2019-08-09T18:50:26.000Z","4","20","The Junior Mint","Seinfeld"
"63161","73744","2019-08-09T14:22:29.000Z","4","18","The Old Man","Seinfeld"
"63160","73743","2019-08-09T13:27:18.000Z","4","17","The Outing","Seinfeld"
"63158","73741","2019-08-08T11:48:05.000Z","4","15","The Visa","Seinfeld"
"63157","73740","2019-08-08T10:53:25.000Z","4","14","The Movie","Seinfeld"
"63156","73739","2019-08-07T20:19:16.000Z","4","13","The Pick","Seinfeld"
"63155","73738","2019-08-07T13:58:17.000Z","4","12","The Airport","Seinfeld"
"63149","73732","2019-08-06T14:35:24.000Z","4","6","The Watch","Seinfeld"
"63148","73731","2019-08-06T12:34:16.000Z","4","5","The Wallet","Seinfeld"
"63147","73730","2019-08-05T18:16:22.000Z","4","4","The Ticket","Seinfeld"
"63146","73729","2019-08-05T15:14:07.000Z","4","3","The Pitch","Seinfeld"
"63121","73704","2019-08-04T19:07:19.000Z","3","1","The Note","Seinfeld"
"273792","283811","2019-07-21T06:45:10.000Z","3","8","Hard To Swallow","Shaun the Sheep"
"273791","283810","2019-07-21T06:37:50.000Z","3","7","Shaun The Fugitive","Shaun the Sheep"
"63210","73795","2019-07-20T21:12:03.000Z","6","23","The Face Painter","Seinfeld"
"63209","73794","2019-07-20T13:55:38.000Z","6","22","The Diplomat's Club","Seinfeld"
"63207","73792","2019-07-19T20:52:04.000Z","6","20","The Doodle","Seinfeld"
"1592495","3135420","2019-07-19T13:02:15.000Z","1","2","Episode 2","The Shop: Uninterrupted"
"63206","73791","2019-07-19T12:08:44.000Z","6","19","The Jimmy","Seinfeld"
"63201","73784","2019-07-18T15:27:46.000Z","6","12","The Label Maker","Seinfeld"
"63259","73841","2019-07-18T15:07:24.000Z","8","21","The Muffin Tops","Seinfeld"
"63256","73838","2019-07-18T14:42:50.000Z","8","18","The Nap","Seinfeld"
"63254","73836","2019-07-18T14:18:01.000Z","8","16","The Pothole","Seinfeld"
"63252","73834","2019-07-18T12:53:48.000Z","8","14","The Van Buren Boys","Seinfeld"
"63229","73812","2019-07-17T19:21:48.000Z","7","16","The Shower Head","Seinfeld"
"63250","73832","2019-07-17T18:52:55.000Z","8","12","The Money","Seinfeld"
"273796","283815","2019-07-17T14:50:06.000Z","3","12","Film Night","Shaun the Sheep"
"273793","283812","2019-07-17T14:44:48.000Z","3","9","Mission Inboxible","Shaun the Sheep"
"63249","73831","2019-07-17T13:08:24.000Z","8","11","The Little Jerry","Seinfeld"
"63248","73830","2019-07-17T12:35:20.000Z","8","10","The Andrea Doria","Seinfeld"
"63247","73829","2019-07-16T20:46:14.000Z","8","9","The Abstinence","Seinfeld"
